Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
seg1[7]_reg_p_D_OAI21X0P5H7L_Y_B0_AOAI211X0P5H7L_Y_B0_NOR3X0P5H7L_Y_C_NOR2BX1H7L_Z,1.2,7.272e-07,0.000e+00,1.433e-09,7.286e-07
seg1[3]_reg_p_D_OAI21X0P5H7L_Y_A1_OAI21X0P5H7L_Y_B0_NAND2X0P5H7L_Y,1.2,7.267e-07,0.000e+00,5.197e-10,7.272e-07
seg1[2]_reg_p_D_OAI22X0P5H7L_Y_A1_NAND2X0P5H7L_Y,1.2,7.216e-07,0.000e+00,5.197e-10,7.221e-07
seg0[1]_reg_p_D_OAI32X0P5H7L_Y_A2_NAND2X0P5H7L_Y,1.2,7.207e-07,0.000e+00,5.197e-10,7.212e-07
seg0[2]_reg_p_D_OAI22X0P5H7L_Y_A1_NAND2X0P5H7L_Y,1.2,7.176e-07,0.000e+00,5.676e-10,7.181e-07
seg0[6]_reg_p_D_AOAI211X0P5H7L_Y_B0_AOI21X3H7L_A0_A1_NAND2X0P5H7L_Y,1.2,7.167e-07,0.000e+00,5.197e-10,7.172e-07
gpr[1]_6__MUX4X1P4H7L_B_Y_NAND2X0P5H7L_B,1.2,7.155e-07,0.000e+00,5.197e-10,7.161e-07
seg0[7]_reg_p_D_OAI22X0P5H7L_Y_A0_NAND2X0P5H7L_Y,1.2,7.131e-07,0.000e+00,5.197e-10,7.136e-07
gpr[1]_1__MUX4X1P4H7L_B_Y_XNOR2X0P5H7L_B_Y_XNOR2X0P5H7L_B_A_NAND2X0P5H7L_Y,1.2,7.042e-07,0.000e+00,5.197e-10,7.048e-07
seg0[7]_reg_p_D_OAI22X0P5H7L_Y_B0_MUX2X0P5H7L_Y_B_NAND2X0P5H7L_Y,1.2,7.029e-07,0.000e+00,5.197e-10,7.034e-07
seg0[4]_reg_p_D_OAOI211X0P5H7L_Y_A1_NOR2X0P5H7L_Y_B_NOR2BX1H7L_Z,1.2,6.964e-07,0.000e+00,1.433e-09,6.979e-07
clk_ICGX0P5H7L_CK_4,1.2,6.841e-07,0.000e+00,4.747e-09,6.888e-07
clk_ICGX0P5H7L_CK,1.2,6.836e-07,0.000e+00,4.747e-09,6.884e-07
clk_ICGX0P5H7L_CK_1,1.2,6.836e-07,0.000e+00,4.747e-09,6.884e-07
clk_ICGX0P5H7L_CK_2,1.2,6.836e-07,0.000e+00,4.747e-09,6.884e-07
clk_ICGX0P5H7L_CK_3,1.2,6.836e-07,0.000e+00,4.747e-09,6.884e-07
seg1[1]_reg_p_D_OAI31X0P5H7L_Y_B0_OAI21X0P5H7L_Y_A1_NOR2BX1H7L_Z,1.2,6.185e-07,0.000e+00,1.494e-09,6.200e-07
gpr[1]_5__MUX4X1P4H7L_B_Y_AOI31X0P5H7L_B0_Y_AOI2BB1X0P5H7L_B0_A1N_AND2X1H7L_Y,1.2,6.187e-07,0.000e+00,1.085e-09,6.198e-07
seg1[4]_reg_p_D_AOI21X0P5H7L_Y_A1_AOI21X0P5H7L_Y_B0_NOR2X0P5H7L_Y,1.2,5.810e-07,0.000e+00,6.463e-10,5.816e-07
seg0[2]_reg_p_D_OAI22X0P5H7L_Y_B0_AOI21X0P5H7L_Y_B0_NOR2BX0P5H7L_Z,1.2,5.713e-07,0.000e+00,1.351e-09,5.726e-07
seg1[4]_reg_p_D_AOI21X0P5H7L_Y_B0_AOI211X0P5H7L_Y_B0_NOR2X0P5H7L_Y,1.2,5.572e-07,0.000e+00,5.921e-10,5.578e-07
seg0[4]_reg_p_D_OAOI211X0P5H7L_Y_A1_NOR2X0P5H7L_Y,1.2,4.935e-07,0.000e+00,9.546e-10,4.944e-07
rom_BUFX5H7L_A,1.2,4.248e-07,0.000e+00,3.360e-09,4.282e-07
gpr[1]_6__MUX4X1P4H7L_B_Y_NOR2X0P5H7L_B,1.2,4.205e-07,0.000e+00,7.197e-10,4.212e-07
seg0[6]_reg_p_D_AOAI211X0P5H7L_Y_B0_AOI21X3H7L_A0_A1_OAOI211X0P5H7L_B0_C0_NOR2X0P5H7L_Y,1.2,4.091e-07,0.000e+00,7.197e-10,4.098e-07
clk_ICGX0P5H7L_CK_1_E_NOR3BX0P5H7L_Y,1.2,3.255e-07,0.000e+00,1.113e-09,3.266e-07
rom_BUFX3H7L_A,1.2,2.970e-07,0.000e+00,2.213e-09,2.992e-07
gpr[2]_7__MUX2X0P5H7L_A_Y_XOR2X0P5H7L_B_Y_NOR4X0P5H7L_B_Y_AOI211X3H7L_B0_C0_NAND2X0P5H7L_Y,1.2,2.546e-07,0.000e+00,5.628e-10,2.552e-07
rom_NOR2BX1H7L_B,1.2,2.524e-07,0.000e+00,1.369e-09,2.537e-07
gpr[1]_3__MUX4X1P4H7L_B_Y_XNOR2X0P7H7L_B_Y_XOR2X0P5H7L_A_Y_OAI21X0P5H7L_A1_B0_NAND2X0P5H7L_Y,1.2,2.491e-07,0.000e+00,5.329e-10,2.496e-07
gpr[0]_0__reg_p_D_OAI21X0P5H7L_Y_B0_NAND2X0P5H7L_Y,1.2,2.491e-07,0.000e+00,5.329e-10,2.496e-07
gpr[1]_1__MUX4X1P4H7L_B_Y_AOI31X2H7L_B0_Y_NOR2X0P5H7L_A_Y_XOR2X0P5H7L_B_Y_OAI21X0P5H7L_A1_B0_NAND2X0P5H7L_Y,1.2,2.491e-07,0.000e+00,5.329e-10,2.496e-07
gpr[1]_1__MUX4X1P4H7L_B_Y_XNOR2X0P5H7L_B_Y_XNOR2X0P5H7L_B_Y_OAI21X0P5H7L_A1_B0_NAND2X0P5H7L_Y,1.2,2.491e-07,0.000e+00,5.329e-10,2.496e-07
clk_ICGX0P5H7L_CK_3_E_NOR2BX1H7L_Z,1.2,2.445e-07,0.000e+00,1.364e-09,2.459e-07
clk_ICGX0P5H7L_CK_4_E_NOR2BX1H7L_Z,1.2,2.445e-07,0.000e+00,1.364e-09,2.459e-07
clk_ICGX0P5H7L_CK_E_NOR3X0P5H7L_Y,1.2,2.356e-07,0.000e+00,4.734e-10,2.361e-07
clk_ICGX0P5H7L_CK_3_E_NOR2BX1H7L_Z_B_NAND2BX0P5H7L_Y,1.2,2.151e-07,0.000e+00,1.202e-09,2.163e-07
rom_BUFX1P4H7L_A,1.2,1.825e-07,0.000e+00,1.449e-09,1.840e-07
gpr[1]_6__MUX4X1P4H7L_B_Y_NOR2X0P5H7L_B_Y_INVX0P5H7L_A,1.2,1.648e-07,0.000e+00,6.823e-10,1.654e-07
seg0[4]_reg_p_D_OAOI211X0P5H7L_Y_B0_INVX0P5H7L_Y,1.2,1.238e-07,0.000e+00,7.533e-10,1.246e-07
seg0[6]_reg_p_D_AOAI211X0P5H7L_Y_B0_INVX0P5H7L_Y,1.2,1.226e-07,0.000e+00,7.533e-10,1.233e-07
seg1[5]_reg_p_D_OAI21X0P5H7L_Y_B0_OAI211X1P4H7L_Y_A1_INVX0P5H7L_Y,1.2,1.209e-07,0.000e+00,7.533e-10,1.217e-07
clk_ICGX0P5H7L_CK_2_E_NOR2X0P5H7L_Y,1.2,1.099e-07,0.000e+00,6.298e-10,1.105e-07
gpr[2]_7__MUX2X0P5H7L_A_Y_XOR2X0P5H7L_B_Y_NOR4X0P5H7L_B_A_INVX0P5H7L_Y,1.2,4.455e-08,0.000e+00,6.395e-10,4.519e-08
pc[0]_reg_p_D_MUX2X0P5H7L_Y_A_INVX0P5H7L_Y,1.2,3.894e-08,0.000e+00,6.395e-10,3.958e-08
