Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
segT1[4]_reg_p_D_OAI211X1P4H7L_Y_A0_NAND2BX0P7H7L_Y,1.2,7.203e-05,0.000e+00,1.234e-09,7.203e-05
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_Y_AOI211X1P4H7L_B0,1.2,7.034e-05,0.000e+00,1.031e-09,7.034e-05
segT1[5]_reg_p_D_OAI22X1P4H7L_Y_A0_NAND2BX1P4H7L_Y,1.2,6.976e-05,0.000e+00,1.379e-09,6.976e-05
clrn_NOR3X0P5H7L_A_C_NAND2BX0P5H7L_B_Y_NAND4BBX2H7L_C_Y_BUFX3P5H7L_A,1.2,6.715e-05,0.000e+00,2.428e-09,6.716e-05
segT0[4]_reg_p_D_NOR2X3H7L_Y_B_MUX4X3H7L_Y,1.2,6.204e-05,0.000e+00,5.453e-09,6.205e-05
segT1[5]_reg_p_D_OAI22X1P4H7L_Y_B1_NAND2BX1P4H7L_Y,1.2,5.969e-05,0.000e+00,1.356e-09,5.969e-05
fifo[7]_0__MUX4X1P4H7L_A_Y_XOR2X0P5H7L_B_Y_MUX2X1P4H7L_B_Y_AOI211X4H7L_B0,1.2,5.232e-05,0.000e+00,1.992e-09,5.232e-05
clrn_NOR3X0P5H7L_A_1_C_NOR2BX1H7L_AN_Z_AO211X1P4H7L_C0_Y_NOR3X3H7L_C,1.2,4.863e-05,0.000e+00,1.244e-09,4.863e-05
segT1[5]_reg_p_D_OAI22X1P4H7L_Y_A1_NOR2BX1P4H7L_Z,1.2,4.859e-05,0.000e+00,1.432e-09,4.859e-05
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_Y_AOI211X1P4H7L_B0_A0_OAI221X4H7L_B1_A1_OR4X1P4H7L_Y,1.2,4.759e-05,0.000e+00,1.666e-09,4.759e-05
segT1[5]_reg_p_D_OAI22X1P4H7L_Y_B0_NAND2X1P4H7L_Y,1.2,4.742e-05,0.000e+00,7.195e-10,4.742e-05
segT0[7]_reg_p_D_OAI2BB2X1P4H7L_Y_A0N_AO221X1H7L_Y,1.2,4.352e-05,0.000e+00,1.888e-09,4.352e-05
buffer_9__XNOR2X1P4H7L_B_Y_XNOR3X3H7L_B_Y_XNOR2X3H7L_A,1.2,3.810e-05,0.000e+00,4.209e-09,3.811e-05
clrn_NOR3X0P5H7L_A_1_C_NOR2BX1H7L_AN_Z_AO211X1P4H7L_C0,1.2,3.659e-05,0.000e+00,1.799e-09,3.659e-05
clrn_NOR3X0P5H7L_A_Y_AOI31X0P5H7L_A2,1.2,3.566e-05,0.000e+00,7.370e-10,3.566e-05
segT1[3]_reg_p_D_AOAI211X1P4H7L_Y_A0_NAND2X0P5H7L_Y,1.2,3.240e-05,0.000e+00,5.627e-10,3.240e-05
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_Y_AOI211X1P4H7L_B0_A0_OAI221X4H7L_B1_B0_NAND3X0P5H7L_Y_C_AND4X6H7L_C,1.2,3.109e-05,0.000e+00,2.005e-09,3.109e-05
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_Y_AOI211X1P4H7L_B0_A0_NAND3X1P4H7L_Y,1.2,3.035e-05,0.000e+00,4.765e-10,3.035e-05
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_Y_AOI211X1P4H7L_B0_Y_BUFX3H7L_A,1.2,2.986e-05,0.000e+00,2.178e-09,2.986e-05
segT1[3]_reg_p_D_AOAI211X1P4H7L_Y_C0_NAND2X0P5H7L_Y,1.2,2.942e-05,0.000e+00,5.569e-10,2.942e-05
segT0[6]_reg_p_D_AOA211X1P4H7L_Y_C0_AOI21X0P5H7L_Y_A1_OAO211X0P5H7L_Y,1.2,2.843e-05,0.000e+00,1.563e-09,2.843e-05
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2,1.2,2.811e-05,0.000e+00,1.416e-09,2.811e-05
segT1[3]_reg_p_D_AOAI211X1P4H7L_Y_A1_NAND2X0P5H7L_Y,1.2,2.762e-05,0.000e+00,5.356e-10,2.762e-05
segT1[6]_reg_p_D_OAI211X1P4H7L_Y_A0_NOR3X0P5H7L_Y,1.2,2.572e-05,0.000e+00,5.147e-10,2.572e-05
segT1[2]_reg_p_D_OAI211X1P4H7L_Y_A0_NOR2X1P4H7L_Y,1.2,2.212e-05,0.000e+00,8.153e-10,2.212e-05
segT0[5]_reg_p_D_OAOI211X0P5H7L_Y_B0_OA22X0P5H7L_Y,1.2,2.111e-05,0.000e+00,1.610e-09,2.111e-05
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_A0_NAND2BX12H7L_B,1.2,2.063e-05,0.000e+00,1.231e-08,2.064e-05
segT0[6]_reg_p_D_AOA211X1P4H7L_Y,1.2,2.057e-05,0.000e+00,1.330e-09,2.057e-05
fifo[3]_1__MUX4X3H7L_A,1.2,2.040e-05,0.000e+00,5.581e-09,2.040e-05
fifo[7]_5__MUX4X3H7L_A,1.2,2.034e-05,0.000e+00,5.581e-09,2.034e-05
fifo[7]_1__MUX4X3H7L_A,1.2,2.027e-05,0.000e+00,5.581e-09,2.028e-05
fifo[7]_7__MUX4X3H7L_A,1.2,1.970e-05,0.000e+00,5.656e-09,1.971e-05
fifo[7]_3__MUX4X3H7L_A,1.2,1.961e-05,0.000e+00,5.655e-09,1.962e-05
fifo[7]_6__MUX4X3H7L_A,1.2,1.939e-05,0.000e+00,5.653e-09,1.940e-05
fifo[3]_3__MUX4X3H7L_A,1.2,1.936e-05,0.000e+00,5.655e-09,1.937e-05
fifo[7]_2__MUX4X3H7L_A,1.2,1.927e-05,0.000e+00,5.656e-09,1.927e-05
fifo[7]_3__MUX4X3H7L_A_Y_XNOR2X0P5H7L_B_Y_OAI2BB1X1P4H7L_A1N,1.2,1.633e-05,0.000e+00,1.276e-09,1.633e-05
clrn_NOR3X0P5H7L_A_1_Y_AOI21BX0P5H7L_B0N_A0_OAI211X1H7L_Y,1.2,1.624e-05,0.000e+00,6.256e-10,1.624e-05
fifo[3]_5__MUX4X1P4H7L_A,1.2,1.506e-05,0.000e+00,4.566e-09,1.506e-05
fifo[7]_4__MUX4X1P4H7L_A,1.2,1.503e-05,0.000e+00,4.566e-09,1.503e-05
fifo[3]_4__MUX4X1H7L_A_Y_NAND3X0P5H7L_C_Y_OA211X1P4H7L_B0,1.2,1.458e-05,0.000e+00,1.058e-09,1.458e-05
fifo[3]_4__MUX4X1H7L_A,1.2,1.453e-05,0.000e+00,4.504e-09,1.453e-05
fifo[3]_0__MUX4X1P4H7L_A,1.2,1.432e-05,0.000e+00,4.634e-09,1.432e-05
fifo[7]_0__MUX4X1P4H7L_A,1.2,1.431e-05,0.000e+00,4.634e-09,1.432e-05
fifo[3]_7__MUX4X1P4H7L_A,1.2,1.430e-05,0.000e+00,4.634e-09,1.431e-05
fifo[3]_6__MUX4X1P4H7L_A,1.2,1.430e-05,0.000e+00,4.632e-09,1.430e-05
fifo[3]_2__MUX4X1P4H7L_A,1.2,1.428e-05,0.000e+00,4.634e-09,1.428e-05
fifo[7]_5__MUX2X0P5H7L_A_Y_AOI22X0P5H7L_A0_Y_NAND3X1P4H7L_C,1.2,1.339e-05,0.000e+00,5.374e-10,1.339e-05
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_Y_AOI211X1P4H7L_B0_A0_OAI221X4H7L_B1_C0_OAI211X0P7H7L_Y,1.2,1.327e-05,0.000e+00,5.493e-10,1.327e-05
fifo[3]_4__MUX4X1H7L_A_Y_OA31X1H7L_A2_Y_OA31X1P4H7L_B0,1.2,1.268e-05,0.000e+00,1.519e-09,1.269e-05
SegT1.in_3__XOR2X0P5H7L_A_Y_NOR3X0P5H7L_C_B_NAND2X3H7L_Y,1.2,1.261e-05,0.000e+00,1.219e-09,1.261e-05
segT0[7]_reg_p_D_OAI2BB2X1P4H7L_Y,1.2,1.259e-05,0.000e+00,1.323e-09,1.259e-05
fifo[7]_5__MUX2X0P5H7L_A_Y_AOI22X0P5H7L_A0,1.2,1.254e-05,0.000e+00,7.589e-10,1.254e-05
fifo[7]_5__MUX4X3H7L_A_Y_OAI22X4H7L_B0,1.2,1.215e-05,0.000e+00,2.547e-09,1.216e-05
segT0[1]_reg_p_D_AOAI211X1P4H7L_Y,1.2,1.167e-05,0.000e+00,8.763e-10,1.167e-05
clrn_NOR3X0P5H7L_A_1_Y_NAND3X0P5H7L_C,1.2,1.091e-05,0.000e+00,2.989e-10,1.091e-05
clrn_NOR3X0P5H7L_A_Y_NAND3X0P5H7L_C,1.2,1.081e-05,0.000e+00,3.089e-10,1.081e-05
segT1[6]_reg_p_D_OAI211X1P4H7L_Y_A0_NOR3X0P5H7L_Y_C_NAND2X0P5H7L_Y,1.2,1.039e-05,0.000e+00,5.628e-10,1.039e-05
fifo[7]_0__MUX4X1P4H7L_A_Y_XOR2X0P5H7L_B_Y_MUX2X1P4H7L_B,1.2,9.276e-06,0.000e+00,2.256e-09,9.278e-06
segT0[6]_reg_p_D_AOA211X1P4H7L_Y_A1_MUX2X1P4H7L_Y,1.2,8.608e-06,0.000e+00,2.086e-09,8.610e-06
SegT1.in_3__NAND2X0P5H7L_B_Y_AOI21X0P5H7L_B0,1.2,8.609e-06,0.000e+00,7.908e-10,8.610e-06
buffer_2__XNOR2X0P5H7L_A_Y_XNOR2X0P5H7L_B,1.2,8.572e-06,0.000e+00,3.184e-09,8.575e-06
segT0[2]_reg_p_D_OAOI211X0P5H7L_Y,1.2,8.567e-06,0.000e+00,7.135e-10,8.568e-06
fifo[7]_7__MUX4X3H7L_A_Y_XOR2X3H7L_B,1.2,8.412e-06,0.000e+00,4.315e-09,8.416e-06
clrn_NOR3X0P5H7L_A_1_C_NOR2BX1H7L_AN_Z_AO211X1P4H7L_C0_B0_AOI21X0P5H7L_Y,1.2,8.012e-06,0.000e+00,7.908e-10,8.013e-06
clrn_NOR3X0P5H7L_A_Y_AOI31X0P5H7L_A2_B0_AOI21X0P5H7L_Y,1.2,7.571e-06,0.000e+00,7.908e-10,7.572e-06
fifo[3]_0__MUX4X1P4H7L_A_Y_XNOR2X0P5H7L_B_Y_OAOI211X0P7H7L_B0,1.2,7.570e-06,0.000e+00,7.421e-10,7.571e-06
buffer_2__reg_p_D_AOAI211X0P5H7L_Y,1.2,7.300e-06,0.000e+00,6.862e-10,7.301e-06
segT0[2]_reg_p_D_OAOI211X0P5H7L_Y_B0_NOR3X1P4H7L_Y,1.2,7.290e-06,0.000e+00,6.597e-10,7.291e-06
buffer_3__reg_p_D_MUX2X0P5H7L_Y,1.2,7.060e-06,0.000e+00,2.051e-09,7.062e-06
fifo[3]_3__MUX4X3H7L_A_Y_XNOR2X0P5H7L_B_Y_NAND3X1P4H7L_C,1.2,6.928e-06,0.000e+00,5.454e-10,6.928e-06
segT0[1]_reg_p_D_AOAI211X1P4H7L_Y_A1_MUX2X0P5H7L_Y,1.2,6.382e-06,0.000e+00,1.908e-09,6.384e-06
segT0[5]_reg_p_D_OAOI211X0P5H7L_Y,1.2,6.312e-06,0.000e+00,7.184e-10,6.313e-06
fifo[3]_7__MUX4X1P4H7L_A_Y_XNOR2X0P5H7L_B,1.2,6.257e-06,0.000e+00,3.349e-09,6.261e-06
fifo[3]_3__MUX4X3H7L_A_Y_XNOR2X0P5H7L_B,1.2,6.257e-06,0.000e+00,3.347e-09,6.260e-06
fifo[7]_3__MUX4X3H7L_A_Y_XNOR2X0P5H7L_B,1.2,6.254e-06,0.000e+00,3.347e-09,6.257e-06
fifo[3]_0__MUX4X1P4H7L_A_Y_XNOR2X0P5H7L_B,1.2,6.248e-06,0.000e+00,3.347e-09,6.251e-06
buffer_9__XNOR2X1P4H7L_B,1.2,6.244e-06,0.000e+00,3.350e-09,6.247e-06
buffer_0__MUX2X0P5H7L_B,1.2,6.203e-06,0.000e+00,2.053e-09,6.205e-06
fifo[3]_2__MUX4X1P4H7L_A_Y_XOR2X1P4H7L_B,1.2,5.974e-06,0.000e+00,3.419e-09,5.978e-06
buffer_9__XNOR2X1P4H7L_B_Y_XNOR3X3H7L_B_A_XOR2X1P4H7L_Y,1.2,5.960e-06,0.000e+00,3.252e-09,5.963e-06
fifo[3]_4__MUX4X1H7L_A_Y_OA31X1H7L_A2,1.2,5.834e-06,0.000e+00,1.481e-09,5.835e-06
count_3__reg_p_D_AOI21X0P5H7L_Y_A1_AOAI211X0P5H7L_Y,1.2,5.752e-06,0.000e+00,6.335e-10,5.753e-06
segT0[7]_reg_p_D_OAI2BB2X1P4H7L_Y_A0N_AO221X1H7L_Y_C0_NOR4X0P5H7L_Y,1.2,5.627e-06,0.000e+00,3.248e-10,5.627e-06
buffer_0__NOR4BX0P5H7L_D_Y_NAND2X0P5H7L_B,1.2,5.605e-06,0.000e+00,4.793e-10,5.605e-06
fifo[3]_4__MUX4X1H7L_A_Y_OA31X1H7L_A2_Y_OAI31X1H7L_B0,1.2,5.597e-06,0.000e+00,9.655e-10,5.598e-06
buffer_9__XNOR2X1P4H7L_B_Y_XNOR3X3H7L_B_C_XNOR2X0P5H7L_Y,1.2,5.590e-06,0.000e+00,3.112e-09,5.593e-06
buffer_2__XNOR2X0P5H7L_A,1.2,5.587e-06,0.000e+00,3.113e-09,5.590e-06
fifo[7]_2__MUX4X3H7L_A_Y_XOR2X0P5H7L_B,1.2,5.435e-06,0.000e+00,3.264e-09,5.438e-06
fifo[7]_0__MUX4X1P4H7L_A_Y_XOR2X0P5H7L_B,1.2,5.417e-06,0.000e+00,3.263e-09,5.421e-06
SegT1.in_3__NAND2X0P5H7L_B_Y_NOR3X1P4H7L_C_Y_AND4X1P4H7L_D,1.2,5.358e-06,0.000e+00,6.547e-10,5.358e-06
clrn_NOR3X0P5H7L_A_1_C_NOR2BX1H7L_AN_B_NOR3X1P4H7L_C_Y_AND4X1P4H7L_D,1.2,5.284e-06,0.000e+00,6.547e-10,5.285e-06
buffer_7__reg_p_D_MUX2X0P5H7L_Y,1.2,5.272e-06,0.000e+00,2.029e-09,5.274e-06
segT1[6]_reg_p_D_OAI211X1P4H7L_Y_A0_NOR3X0P5H7L_Y_B_AND4X1P4H7L_Y,1.2,5.249e-06,0.000e+00,6.547e-10,5.250e-06
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_Y_AOI211X1P4H7L_B0_A0_OAI221X4H7L_B1_B0_NAND3X0P5H7L_Y,1.2,5.122e-06,0.000e+00,3.828e-10,5.122e-06
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_Y_AOI211X1P4H7L_B0_A0_OAI221X4H7L_B1_B0_NAND3X0P5H7L_Y_C_NOR2X3H7L_Y,1.2,5.084e-06,0.000e+00,2.233e-09,5.086e-06
segT0[3]_reg_p_D_AOI2BB1X0P5H7L_Y,1.2,4.937e-06,0.000e+00,1.597e-09,4.939e-06
SegT1.in_3__reg_p_D_AO31X0P5H7L_A2_A1_NAND2X0P5H7L_Y,1.2,4.855e-06,0.000e+00,5.813e-10,4.855e-06
fifo[7]_6__MUX4X3H7L_A_Y_OAI21X0P5H7L_A1,1.2,4.801e-06,0.000e+00,7.105e-10,4.801e-06
buffer_6__reg_p_D_AOAI211X0P5H7L_Y,1.2,4.749e-06,0.000e+00,6.772e-10,4.749e-06
fifo[3]_1__MUX4X3H7L_A_Y_NAND2X0P5H7L_B_Y_OAI21X1H7L_B0,1.2,4.683e-06,0.000e+00,8.317e-10,4.684e-06
buffer_8__reg_p_D_MUX2X0P5H7L_Y,1.2,4.607e-06,0.000e+00,2.049e-09,4.609e-06
count_2__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y,1.2,4.556e-06,0.000e+00,3.134e-09,4.559e-06
segT0[6]_reg_p_D_AOA211X1P4H7L_Y_C0_AOI21X0P5H7L_Y,1.2,4.511e-06,0.000e+00,7.069e-10,4.511e-06
buffer_5__reg_p_D_AOAI211X0P5H7L_Y,1.2,4.498e-06,0.000e+00,6.667e-10,4.499e-06
buffer_4__reg_p_D_MUX2X0P5H7L_Y,1.2,4.427e-06,0.000e+00,2.040e-09,4.429e-06
buffer_1__reg_p_D_MUX2X0P5H7L_Y,1.2,4.345e-06,0.000e+00,2.071e-09,4.347e-06
SegT1.in_3__XOR2X0P5H7L_A,1.2,4.226e-06,0.000e+00,3.099e-09,4.229e-06
count_3__reg_p_D_AOI21X0P5H7L_Y_A0_NAND2X0P5H7L_Y_B_OAI2XB1X0P5H7L_Y,1.2,4.124e-06,0.000e+00,1.543e-09,4.126e-06
buffer_8__reg_p,1.2,3.974e-06,0.000e+00,6.602e-09,3.981e-06
buffer_4__reg_p,1.2,3.974e-06,0.000e+00,6.604e-09,3.981e-06
buffer_1__reg_p,1.2,3.974e-06,0.000e+00,6.604e-09,3.980e-06
buffer_3__reg_p,1.2,3.972e-06,0.000e+00,6.602e-09,3.979e-06
buffer_6__reg_p,1.2,3.969e-06,0.000e+00,6.757e-09,3.975e-06
count_3__reg_p,1.2,3.968e-06,0.000e+00,6.602e-09,3.975e-06
buffer_7__reg_p,1.2,3.968e-06,0.000e+00,6.608e-09,3.975e-06
segT1[7]_reg_p,1.2,3.968e-06,0.000e+00,6.757e-09,3.975e-06
segT1[3]_reg_p,1.2,3.968e-06,0.000e+00,6.757e-09,3.975e-06
segT0[1]_reg_p,1.2,3.968e-06,0.000e+00,6.757e-09,3.975e-06
segT1[4]_reg_p,1.2,3.968e-06,0.000e+00,6.757e-09,3.975e-06
segT1[2]_reg_p,1.2,3.968e-06,0.000e+00,6.757e-09,3.975e-06
segT1[6]_reg_p,1.2,3.968e-06,0.000e+00,6.757e-09,3.975e-06
segT1[1]_reg_p,1.2,3.968e-06,0.000e+00,6.757e-09,3.975e-06
buffer_5__reg_p,1.2,3.968e-06,0.000e+00,6.757e-09,3.974e-06
segT1[5]_reg_p,1.2,3.968e-06,0.000e+00,6.683e-09,3.974e-06
segT0[5]_reg_p,1.2,3.968e-06,0.000e+00,6.586e-09,3.974e-06
segT0[2]_reg_p,1.2,3.968e-06,0.000e+00,6.585e-09,3.974e-06
segT0[4]_reg_p,1.2,3.968e-06,0.000e+00,6.515e-09,3.974e-06
segT0[7]_reg_p,1.2,3.968e-06,0.000e+00,6.501e-09,3.974e-06
segT0[3]_reg_p,1.2,3.968e-06,0.000e+00,6.473e-09,3.974e-06
segT0[6]_reg_p,1.2,3.968e-06,0.000e+00,6.402e-09,3.974e-06
buffer_2__reg_p,1.2,3.965e-06,0.000e+00,6.757e-09,3.972e-06
fifo[5]_4__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[1]_5__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[1]_4__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[1]_6__reg_p,1.2,3.965e-06,0.000e+00,6.236e-09,3.971e-06
fifo[5]_0__reg_p,1.2,3.965e-06,0.000e+00,6.234e-09,3.971e-06
fifo[1]_0__reg_p,1.2,3.965e-06,0.000e+00,6.234e-09,3.971e-06
fifo[1]_7__reg_p,1.2,3.965e-06,0.000e+00,6.233e-09,3.971e-06
fifo[1]_2__reg_p,1.2,3.965e-06,0.000e+00,6.233e-09,3.971e-06
fifo[0]_5__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[4]_4__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[0]_4__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[0]_6__reg_p,1.2,3.965e-06,0.000e+00,6.236e-09,3.971e-06
fifo[4]_0__reg_p,1.2,3.965e-06,0.000e+00,6.234e-09,3.971e-06
fifo[0]_0__reg_p,1.2,3.965e-06,0.000e+00,6.234e-09,3.971e-06
fifo[0]_7__reg_p,1.2,3.965e-06,0.000e+00,6.233e-09,3.971e-06
fifo[0]_2__reg_p,1.2,3.965e-06,0.000e+00,6.233e-09,3.971e-06
fifo[3]_5__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[7]_4__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[3]_4__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[2]_5__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[6]_4__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[2]_4__reg_p,1.2,3.965e-06,0.000e+00,6.316e-09,3.971e-06
fifo[3]_6__reg_p,1.2,3.965e-06,0.000e+00,6.236e-09,3.971e-06
fifo[7]_0__reg_p,1.2,3.965e-06,0.000e+00,6.234e-09,3.971e-06
fifo[3]_0__reg_p,1.2,3.965e-06,0.000e+00,6.234e-09,3.971e-06
fifo[3]_7__reg_p,1.2,3.965e-06,0.000e+00,6.233e-09,3.971e-06
fifo[3]_2__reg_p,1.2,3.965e-06,0.000e+00,6.233e-09,3.971e-06
fifo[5]_1__reg_p,1.2,3.964e-06,0.000e+00,6.316e-09,3.971e-06
fifo[1]_1__reg_p,1.2,3.964e-06,0.000e+00,6.316e-09,3.971e-06
fifo[2]_6__reg_p,1.2,3.965e-06,0.000e+00,6.236e-09,3.971e-06
fifo[6]_0__reg_p,1.2,3.965e-06,0.000e+00,6.234e-09,3.971e-06
fifo[2]_0__reg_p,1.2,3.965e-06,0.000e+00,6.234e-09,3.971e-06
fifo[2]_7__reg_p,1.2,3.965e-06,0.000e+00,6.233e-09,3.971e-06
fifo[2]_2__reg_p,1.2,3.965e-06,0.000e+00,6.233e-09,3.971e-06
fifo[5]_6__reg_p,1.2,3.964e-06,0.000e+00,6.236e-09,3.971e-06
fifo[1]_3__reg_p,1.2,3.964e-06,0.000e+00,6.234e-09,3.971e-06
fifo[5]_3__reg_p,1.2,3.964e-06,0.000e+00,6.234e-09,3.971e-06
fifo[5]_7__reg_p,1.2,3.964e-06,0.000e+00,6.233e-09,3.971e-06
fifo[5]_2__reg_p,1.2,3.964e-06,0.000e+00,6.233e-09,3.971e-06
fifo[0]_1__reg_p,1.2,3.964e-06,0.000e+00,6.316e-09,3.971e-06
fifo[4]_1__reg_p,1.2,3.964e-06,0.000e+00,6.316e-09,3.971e-06
fifo[6]_1__reg_p,1.2,3.964e-06,0.000e+00,6.316e-09,3.971e-06
fifo[2]_1__reg_p,1.2,3.964e-06,0.000e+00,6.316e-09,3.971e-06
fifo[4]_6__reg_p,1.2,3.964e-06,0.000e+00,6.236e-09,3.971e-06
fifo[0]_3__reg_p,1.2,3.964e-06,0.000e+00,6.234e-09,3.971e-06
fifo[4]_3__reg_p,1.2,3.964e-06,0.000e+00,6.234e-09,3.971e-06
fifo[4]_7__reg_p,1.2,3.964e-06,0.000e+00,6.233e-09,3.971e-06
fifo[4]_2__reg_p,1.2,3.964e-06,0.000e+00,6.233e-09,3.971e-06
fifo[6]_6__reg_p,1.2,3.964e-06,0.000e+00,6.236e-09,3.970e-06
fifo[2]_3__reg_p,1.2,3.964e-06,0.000e+00,6.234e-09,3.970e-06
fifo[6]_3__reg_p,1.2,3.964e-06,0.000e+00,6.234e-09,3.970e-06
fifo[6]_7__reg_p,1.2,3.964e-06,0.000e+00,6.233e-09,3.970e-06
fifo[6]_2__reg_p,1.2,3.964e-06,0.000e+00,6.233e-09,3.970e-06
fifo[3]_1__reg_p,1.2,3.964e-06,0.000e+00,6.316e-09,3.970e-06
fifo[7]_1__reg_p,1.2,3.964e-06,0.000e+00,6.316e-09,3.970e-06
