Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
myTime_19__NAND4X1P4H7R_D_Y_NOR4X1H7R_C_D_NAND3BX0P5H7R_Y,1.2,3.003e-07,0.000e+00,1.253e-10,3.004e-07
myTime_18__reg_p_D_AOI21X1P4H7R_Y_A1_NAND3BX0P5H7R_Y,1.2,2.993e-07,0.000e+00,1.253e-10,2.994e-07
myTime_19__NAND4X1P4H7R_D_Y_NOR4X1H7R_C_B_OR2X0P5H7R_Y,1.2,2.918e-07,0.000e+00,1.590e-10,2.920e-07
myTime_17__AND2X1H7R_B,1.2,2.910e-07,0.000e+00,1.454e-10,2.911e-07
myTime_12__reg_p_D_AOI2XB1X1H7R_Y_A0_OAI21X0P7H7R_Y,1.2,2.861e-07,0.000e+00,9.673e-11,2.862e-07
myTime_6__reg_p_D_NOR3X1H7R_Y_A_OAI21X0P5H7R_Y,1.2,2.751e-07,0.000e+00,8.746e-11,2.752e-07
myTime_13__reg_p_D_AOI21X2H7R_Y_A0_OAI21X0P5H7R_Y,1.2,2.706e-07,0.000e+00,8.746e-11,2.707e-07
myTime_14__reg_p_D_AOI21X2H7R_Y_A0_OAI21X0P5H7R_Y,1.2,2.703e-07,0.000e+00,8.746e-11,2.704e-07
myTime_12__reg_p_D_AOI2XB1X1H7R_Y_A1N_NOR3X1P4H7R_Y,1.2,2.703e-07,0.000e+00,8.509e-11,2.704e-07
myTime_15__reg_p_D_AOI21X2H7R_Y_A0_OAI21X0P5H7R_Y,1.2,2.701e-07,0.000e+00,8.746e-11,2.702e-07
myTime_8__reg_p_D_AOI21X1P4H7R_Y_A0_OAI21X0P5H7R_Y,1.2,2.692e-07,0.000e+00,8.746e-11,2.693e-07
out[0]_reg_p_D_NOR2BX1P4H7R_Z,1.2,2.589e-07,0.000e+00,1.795e-10,2.591e-07
myTime_7__reg_p_D_NOR3X1H7R_Y,1.2,2.566e-07,0.000e+00,7.566e-11,2.567e-07
myTime_6__reg_p_D_NOR3X1H7R_Y,1.2,2.566e-07,0.000e+00,7.566e-11,2.567e-07
myTime_3__AND3X1P4H7R_A_Y_NAND3X1H7R_C,1.2,2.502e-07,0.000e+00,6.718e-11,2.503e-07
myTime_11__reg_p_D_NOR2X3H7R_Y,1.2,2.419e-07,0.000e+00,1.935e-10,2.421e-07
out[3]_reg_p,1.2,2.396e-07,0.000e+00,8.060e-10,2.404e-07
myTime_14__reg_p_D_AOI21X2H7R_Y_A1_OR3X1P4H7R_Y_C_NAND3X0P5H7R_Y,1.2,2.240e-07,0.000e+00,5.305e-11,2.241e-07
myTime_10__reg_p_D_NOR2X1P4H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR3X0P5H7R_Y,1.2,2.180e-07,0.000e+00,5.973e-11,2.181e-07
out[1]_reg_p_D_NOR2BX1P4H7R_Z,1.2,1.942e-07,0.000e+00,1.894e-10,1.944e-07
myTime_5__XNOR2X0P5H7R_A_B_NOR2BX0P5H7R_Z,1.2,1.808e-07,0.000e+00,1.458e-10,1.810e-07
myTime_23__NOR4X0P5H7R_A,1.2,1.747e-07,0.000e+00,4.915e-11,1.748e-07
out[4]_reg_p,1.2,1.437e-07,0.000e+00,8.033e-10,1.445e-07
is_NOR4X1H7R_Y_C_NAND2X1P4H7R_Y,1.2,1.374e-07,0.000e+00,9.661e-11,1.375e-07
myTime_16__reg_p_D_NOR2X1P4H7R_Y,1.2,1.337e-07,0.000e+00,1.036e-10,1.338e-07
myTime_5__reg_p_D_NOR2X1P4H7R_Y,1.2,1.334e-07,0.000e+00,1.036e-10,1.335e-07
myTime_3__reg_p_D_NOR2X1P4H7R_Y,1.2,1.334e-07,0.000e+00,1.036e-10,1.335e-07
myTime_9__reg_p_D_NOR2X1P4H7R_Y,1.2,1.334e-07,0.000e+00,1.036e-10,1.335e-07
myTime_2__reg_p_D_NOR2X1P4H7R_Y,1.2,1.334e-07,0.000e+00,1.036e-10,1.335e-07
myTime_10__reg_p_D_NOR2X1P4H7R_Y,1.2,1.334e-07,0.000e+00,1.036e-10,1.335e-07
myTime_1__reg_p_D_NOR2X1P4H7R_Y,1.2,1.334e-07,0.000e+00,1.036e-10,1.335e-07
myTime_4__reg_p_D_NOR2X1P4H7R_Y,1.2,1.334e-07,0.000e+00,1.036e-10,1.335e-07
myTime_0__reg_p_D_NOR2X1P4H7R_Y,1.2,1.318e-07,0.000e+00,1.036e-10,1.319e-07
out[2]_reg_p_D_NOR2BX1P4H7R_Z,1.2,1.295e-07,0.000e+00,1.979e-10,1.296e-07
myTime_6__reg_p_D_NOR3X1H7R_Y_A_OAI21X0P5H7R_Y_A0_NOR3BX1P4H7R_Y_AN_NAND2X0P5H7R_Y,1.2,1.158e-07,0.000e+00,6.815e-11,1.159e-07
myTime_13__reg_p_D_AOI21X2H7R_Y_A1_OR3X1P4H7R_Y_C_NAND2X0P5H7R_Y,1.2,1.138e-07,0.000e+00,6.815e-11,1.139e-07
is_NOR4X1H7R_Y_D_NAND2X0P5H7R_Y,1.2,1.127e-07,0.000e+00,6.815e-11,1.127e-07
myTime_2__XOR2X0P5H7R_A_B_NAND2X0P5H7R_Y,1.2,1.115e-07,0.000e+00,6.815e-11,1.115e-07
out[3]_reg_p_D_NOR2BX1P4H7R_Z,1.2,8.091e-08,0.000e+00,2.030e-10,8.111e-08
out[4]_reg_p_D_NOR2BX1P4H7R_Z,1.2,4.854e-08,0.000e+00,2.059e-10,4.875e-08
myTime_11__reg_p_D_NOR2X3H7R_Y_B_XNOR2X4H7R_Y_A_INVX0P5H7R_Y,1.2,3.913e-08,0.000e+00,7.239e-11,3.921e-08
myTime_19__INVX0P5H7R_A,1.2,3.885e-08,0.000e+00,7.239e-11,3.893e-08
myTime_10__INVX0P5H7R_A,1.2,3.666e-08,0.000e+00,7.239e-11,3.674e-08
myTime_23__reg_p,1.2,0.000e+00,0.000e+00,8.910e-10,8.910e-10
